f127.0.0.1:2222,127.0.0.1:1111	0	1	0	0	0
f127.0.0.1:2222,127.0.0.1:1111	2	0
f127.0.0.1:1111,127.0.0.1:2222	2	1	0	0	1
f127.0.0.1:1111,127.0.0.1:2222	3	0
f127.0.0.1:2222,127.0.0.1:1111	4	1	0	0	2
f127.0.0.1:2222,127.0.0.1:1111	6	0
f127.0.0.1:1111,127.0.0.1:2222	7	1	1	0	3
f127.0.0.1:1111,127.0.0.1:2222	11	0
f127.0.0.1:2222,127.0.0.1:1111	12	1	0	1	4
f127.0.0.1:2222,127.0.0.1:1111	14	0
f127.0.0.1:1111,127.0.0.1:2222	14	1	2	0	3
f127.0.0.1:1111,127.0.0.1:2222	14	2	3	0	3
f127.0.0.1:1111,127.0.0.1:2222	18	1
f127.0.0.1:2222,127.0.0.1:1111	19	2	0	2	4
f127.0.0.1:2222,127.0.0.1:1111	21	1
f127.0.0.1:1111,127.0.0.1:2222	21	2	4	0	3
f127.0.0.1:1111,127.0.0.1:2222	21	3	5	0	3
f127.0.0.1:1111,127.0.0.1:2222	21	2
f127.0.0.1:1111,127.0.0.1:2222	21	-1	5	0
f127.0.0.1:1111,127.0.0.1:2222	22	1
f127.0.0.1:2222,127.0.0.1:1111	23	2	0	3	4
f127.0.0.1:2222,127.0.0.1:1111	25	1
f127.0.0.1:1111,127.0.0.1:2222	25	2	6	0	3
f127.0.0.1:1111,127.0.0.1:2222	25	3	7	0	3
f127.0.0.1:1111,127.0.0.1:2222	29	2
f127.0.0.1:2222,127.0.0.1:1111	30	3	0	4	4
f127.0.0.1:2222,127.0.0.1:1111	30	2
f127.0.0.1:2222,127.0.0.1:1111	30	-1	0	4
f127.0.0.1:1111,127.0.0.1:2222	33	1
f127.0.0.1:2222,127.0.0.1:1111	34	2	0	4	4
f127.0.0.1:2222,127.0.0.1:1111	36	1
f127.0.0.1:1111,127.0.0.1:2222	36	2	8	0	3
f127.0.0.1:1111,127.0.0.1:2222	36	3	9	0	3
f127.0.0.1:1111,127.0.0.1:2222	37	2
f127.0.0.1:2222,127.0.0.1:1111	38	3	0	4	4
f127.0.0.1:2222,127.0.0.1:1111	40	2
f127.0.0.1:1111,127.0.0.1:2222	44	1
f127.0.0.1:2222,127.0.0.1:1111	45	2	0	4	4
f127.0.0.1:2222,127.0.0.1:1111	47	1
f127.0.0.1:1111,127.0.0.1:2222	48	0
f127.0.0.1:2222,127.0.0.1:1111	49	1	0	4	4
f127.0.0.1:2222,127.0.0.1:1111	51	0
f127.0.0.1:1111,127.0.0.1:2222	1036	1	5	0	3
f127.0.0.1:1111,127.0.0.1:2222	1040	0
f127.0.0.1:2222,127.0.0.1:1111	1041	1	0	9	4
f127.0.0.1:2222,127.0.0.1:1111	1042	0
f127.0.0.1:1111,127.0.0.1:2222	1043	1	10	0	3
f127.0.0.1:1111,127.0.0.1:2222	1043	2	11	0	3
f127.0.0.1:1111,127.0.0.1:2222	1047	1
f127.0.0.1:2222,127.0.0.1:1111	1048	2	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	1049	1
f127.0.0.1:1111,127.0.0.1:2222	1050	2	12	0	3
f127.0.0.1:1111,127.0.0.1:2222	1051	1
f127.0.0.1:2222,127.0.0.1:1111	1052	2	0	11	4
f127.0.0.1:2222,127.0.0.1:1111	1053	1
f127.0.0.1:1111,127.0.0.1:2222	1054	2	13	0	3
f127.0.0.1:1111,127.0.0.1:2222	1054	3	14	0	3
f127.0.0.1:1111,127.0.0.1:2222	1058	2
f127.0.0.1:2222,127.0.0.1:1111	1059	3	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	1060	2
f127.0.0.1:1111,127.0.0.1:2222	1061	3	15	0	3
f127.0.0.1:1111,127.0.0.1:2222	1062	2
f127.0.0.1:2222,127.0.0.1:1111	1063	3	0	13	4
f127.0.0.1:2222,127.0.0.1:1111	1064	2
f127.0.0.1:1111,127.0.0.1:2222	1065	3	16	0	3
f127.0.0.1:1111,127.0.0.1:2222	1066	2
f127.0.0.1:2222,127.0.0.1:1111	1067	3	0	14	4
f127.0.0.1:2222,127.0.0.1:1111	1068	2
f127.0.0.1:1111,127.0.0.1:2222	1069	3	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	1069	4	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	1069	3
f127.0.0.1:1111,127.0.0.1:2222	1069	-1	18	0
f127.0.0.1:1111,127.0.0.1:2222	1073	2
f127.0.0.1:2222,127.0.0.1:1111	1074	3	0	15	4
f127.0.0.1:2222,127.0.0.1:1111	1075	2
f127.0.0.1:1111,127.0.0.1:2222	1076	3	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	1076	2
f127.0.0.1:1111,127.0.0.1:2222	1076	-1	19	0
f127.0.0.1:1111,127.0.0.1:2222	1076	1
f127.0.0.1:2222,127.0.0.1:1111	1077	2	0	16	4
f127.0.0.1:2222,127.0.0.1:1111	1078	1
f127.0.0.1:1111,127.0.0.1:2222	1079	2	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	1081	1
f127.0.0.1:2222,127.0.0.1:1111	1082	2	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	1083	1
f127.0.0.1:1111,127.0.0.1:2222	1084	2	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	1084	1
f127.0.0.1:1111,127.0.0.1:2222	1084	-1	21	0
f127.0.0.1:1111,127.0.0.1:2222	1087	0
f127.0.0.1:2222,127.0.0.1:1111	1088	1	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	1089	0
f127.0.0.1:1111,127.0.0.1:2222	2084	1	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	2088	0
f127.0.0.1:2222,127.0.0.1:1111	2089	1	0	18	4
f127.0.0.1:2222,127.0.0.1:1111	2089	0
f127.0.0.1:1111,127.0.0.1:2222	2090	1	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	2090	2	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	2094	1
f127.0.0.1:2222,127.0.0.1:1111	2095	2	0	20	4
f127.0.0.1:2222,127.0.0.1:1111	2095	1
f127.0.0.1:1111,127.0.0.1:2222	2096	2	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	2096	3	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	2096	4	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	2098	3
f127.0.0.1:2222,127.0.0.1:1111	2099	4	0	20	4
f127.0.0.1:2222,127.0.0.1:1111	2099	3
f127.0.0.1:2222,127.0.0.1:1111	2099	-1	0	20
f127.0.0.1:1111,127.0.0.1:2222	2104	2
f127.0.0.1:2222,127.0.0.1:1111	2105	3	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	2105	2
f127.0.0.1:1111,127.0.0.1:2222	2106	3	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	2108	2
f127.0.0.1:2222,127.0.0.1:1111	2109	3	0	22	4
f127.0.0.1:2222,127.0.0.1:1111	2109	2
f127.0.0.1:1111,127.0.0.1:2222	2110	3	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	2112	2
f127.0.0.1:2222,127.0.0.1:1111	2113	3	0	23	4
f127.0.0.1:2222,127.0.0.1:1111	2113	2
f127.0.0.1:1111,127.0.0.1:2222	2114	3	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	2114	4	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	2118	3
f127.0.0.1:2222,127.0.0.1:1111	2119	4	0	24	4
f127.0.0.1:2222,127.0.0.1:1111	2119	3
f127.0.0.1:1111,127.0.0.1:2222	2120	4	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	2122	3
f127.0.0.1:2222,127.0.0.1:1111	2123	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	2123	3
f127.0.0.1:2222,127.0.0.1:1111	2123	-1	0	25
f127.0.0.1:1111,127.0.0.1:2222	2125	2
f127.0.0.1:2222,127.0.0.1:1111	2126	3	0	26	4
f127.0.0.1:2222,127.0.0.1:1111	2126	2
f127.0.0.1:1111,127.0.0.1:2222	2127	3	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	2127	4	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	2130	3
f127.0.0.1:2222,127.0.0.1:1111	2131	4	0	27	4
f127.0.0.1:2222,127.0.0.1:1111	2131	3
f127.0.0.1:1111,127.0.0.1:2222	2132	4	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	2132	3
f127.0.0.1:1111,127.0.0.1:2222	2132	-1	31	0
f127.0.0.1:1111,127.0.0.1:2222	2132	4	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	2136	3
f127.0.0.1:2222,127.0.0.1:1111	2137	4	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	2137	3
f127.0.0.1:1111,127.0.0.1:2222	2138	4	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	2139	3
f127.0.0.1:2222,127.0.0.1:1111	2140	4	0	29	4
f127.0.0.1:2222,127.0.0.1:1111	2140	3
f127.0.0.1:1111,127.0.0.1:2222	2141	4	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	2143	3
f127.0.0.1:2222,127.0.0.1:1111	2144	4	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	2144	3
f127.0.0.1:1111,127.0.0.1:2222	2145	4	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	2148	3
f127.0.0.1:2222,127.0.0.1:1111	2149	4	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	2149	3
f127.0.0.1:1111,127.0.0.1:2222	2153	2
f127.0.0.1:2222,127.0.0.1:1111	2154	3	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	2154	2
f127.0.0.1:1111,127.0.0.1:2222	2156	1
f127.0.0.1:2222,127.0.0.1:1111	2157	2	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	2157	1
f127.0.0.1:1111,127.0.0.1:2222	2160	0
f127.0.0.1:2222,127.0.0.1:1111	2161	1	0	30	4
f127.0.0.1:2222,127.0.0.1:1111	2161	0
f127.0.0.1:1111,127.0.0.1:2222	3145	1	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	3149	0
f127.0.0.1:2222,127.0.0.1:1111	3150	1	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	3150	0
f127.0.0.1:1111,127.0.0.1:2222	3151	1	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	3151	2	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	3155	1
f127.0.0.1:2222,127.0.0.1:1111	3156	2	0	36	4
f127.0.0.1:2222,127.0.0.1:1111	3156	1
f127.0.0.1:1111,127.0.0.1:2222	3157	2	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	3159	1
f127.0.0.1:2222,127.0.0.1:1111	3160	2	0	37	4
f127.0.0.1:2222,127.0.0.1:1111	3160	1
f127.0.0.1:1111,127.0.0.1:2222	3161	2	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	3161	3	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	3165	2
f127.0.0.1:2222,127.0.0.1:1111	3166	3	0	38	4
f127.0.0.1:2222,127.0.0.1:1111	3166	2
f127.0.0.1:2222,127.0.0.1:1111	3166	-1	0	38
f127.0.0.1:1111,127.0.0.1:2222	3169	1
f127.0.0.1:2222,127.0.0.1:1111	3170	2	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	3170	1
f127.0.0.1:1111,127.0.0.1:2222	3171	2	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	3171	3	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	3173	2
f127.0.0.1:2222,127.0.0.1:1111	3174	3	0	40	4
f127.0.0.1:2222,127.0.0.1:1111	3174	2
